Timestamp,Choose coder initials,Enter journal name:,Does the journal provide any guidance related to statistics or data analysis? (including referring to external guidelines),"Are any external statistical guidelines referred to? (this includes external reporting guidelines, such as CONSORT; publisher guidelines shared by many journals, such as Nature life sciences reporting checklist; and references to specific papers covering statistical issues)","If ""Yes"", which external statistical guidelines are referred to? (NOTE that these external guidelines should not be included in your coding of mentioned topics for this journal)","Other than referring to external guidelines, does the journal have its own statistical guidelines?",Is any guidance provided about p-values?,"If YES, please copy and paste all guidance related to p-values here:",Is any guidance provided about statistical significance?,"If YES, please copy and paste all guidance related to statistical significance here:",Is any guidance provided about null hypotheses?,"If YES, please copy and paste all guidance related to null hypotheses here:",Is any guidance provided about sample size justification (including statistical power)?,"If YES, please copy and paste all guidance related to sample size justification (including statistical power) here:",Is any guidance provided about confidence intervals?,"If YES, please copy and paste all guidance related to confidence intervals here:",Is any guidance provided about effect sizes?,"If YES, please copy and paste all guidance related to effect sizes here:",Is any guidance provided about multiple comparisons?,"If YES, please copy and paste all guidance related to multiple comparisons here:",Is any guidance provided about sub-group analyses?,"If YES, please copy and paste all guidance related to sub-group analyses here:",Is any guidance provided about baseline covariates?,"If YES, please copy and paste all guidance related to baseline covariates here:",Is any guidance provided about non-parametric tests?,"If YES, please copy and paste all guidance related to non-parametric tests here:",Is any guidance provided about sensitivity analysis?,"If YES, please copy and paste all guidance related to sensitivity analysis here:",Is any guidance provided about checking model assumptions?,"If YES, please copy and paste all guidance related to checking model assumptions here:",Is any guidance provided about data exclusions?,"If YES, please copy and paste all guidance related to data exclusions here:",Is any guidance provided about handling outliers?,"If YES, please copy and paste all guidance related to handling outliers here:",Is any guidance provided about handling missing data?,"If YES, please copy and paste all guidance related to handling missing data here:",Is any guidance provided about one-sided tests?,"If YES, please copy and paste all guidance related to one-sided tests here:",Is any guidance provided about Bayesian methods?,"If YES, please copy and paste all guidance related to Bayesian methods here:",Is any guidance provided about secondary outcomes?,"If YES, please copy and paste all guidance related to secondary outcomes here:",Is any guidance provided about pre-specification of analyses?,"If YES, please copy and paste all guidance related to pre-specification of analyses here:",Is any guidance provided about categorization of continuous variables?,"If YES, please copy and paste all guidance related to categorization of continuous variables here:","If relevant, use this space to note anything unusual about this journal that the team needs to discuss."
7/2/2020 15:26:30,MSH,Cellular & Molecular Immunology,Yes,Yes,Nature life sciences reporting checklist,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 11:21:25,TH,Cellular & Molecular Immunology,Yes,Yes,Nature life sciences reporting checklist,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MSH/TH,Cellular & Molecular Immunology,Yes,Yes,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020 15:35:57,MSH,MOLECULAR CELL,Yes,Yes,"STAR (SEE CODING FOR ""CELL)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 11:32:07,TH,MOLECULAR CELL,Yes,Yes,CELL STAR METHODS; ARRIVE,Yes - there is a dedicated section specifically providing statistical guidance,NO,,YES,please summarize in this section how significance was defined,NO,,YES,please summarize in this section...sample size estimation,YES,"indicate in this section where all of the statistical details of experimentscan be found (e.g., in the figure legends, figures, Results, etc.), including...definition of center, and dispersion and precision measures (e.g., mean, median, SD, SEM, confidence intervals)",NO,,NO,,YES,"For studies that include both male and female subjects or tissue from both sexes,please provide an analysis of the influence (or association) of sex, gender, or both on the results of the study, or indicate in the Experimental Model and Subject Details section why such analyses were not performed. If these analyses were not performed but may be pertinent for the generalization of the results to both sexes, consider covering this topic in the Discussion section. Include negative results as well as results that show differences",NO,,NO,,NO,,YES,...please summarize in this section...any methods used to determine whether the data met assumptions of the statistical approach,YES,...please summarize in this section...inclusion and exclusion of any data or subjects...,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
,MSH/TH,MOLECULAR CELL,Yes,Yes,CELL STAR METHODS; ARRIVE,Yes - there is a dedicated section specifically providing statistical guidance,NO,,YES,please summarize in this section how significance was defined,NO,,YES,please summarize in this section...sample size estimation,YES,"indicate in this section where all of the statistical details of experimentscan be found (e.g., in the figure legends, figures, Results, etc.), including...definition of center, and dispersion and precision measures (e.g., mean, median, SD, SEM, confidence intervals)",NO,,NO,,YES,"For studies that include both male and female subjects or tissue from both sexes,please provide an analysis of the influence (or association) of sex, gender, or both on the results of the study, or indicate in the Experimental Model and Subject Details section why such analyses were not performed. If these analyses were not performed but may be pertinent for the generalization of the results to both sexes, consider covering this topic in the Discussion section. Include negative results as well as results that show differences",NO,,NO,,NO,,YES,...please summarize in this section...any methods used to determine whether the data met assumptions of the statistical approach,YES,...please summarize in this section...inclusion and exclusion of any data or subjects...,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
7/2/2020 15:46:19,MSH,NEURO-ONCOLOGY,Yes,Yes,"CONSORT; GNOSIS guidelines (published in the October 2005 issue of Neuro-Oncology [Vol. 7, Issue 4] [PDF])",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 11:40:38,TH,NEURO-ONCOLOGY,Yes,Yes,CONSORT; GNOSIS guidelines,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MSH/TH,NEURO-ONCOLOGY,Yes,Yes,"CONSORT; GNOSIS guidelines (published in the October 2005 issue of Neuro-Oncology [Vol. 7, Issue 4] [PDF])",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020 16:20:01,MSH,Journal of Clinical Microbiology,Yes,Yes,"FDA Guidelines (https://perma.cc/W2EY-MSTA); For a review of some common errors associated with statistical analyses and reports, plus guidelines on how to avoid them, see the articles by Olsen (Infect Immun 71:6689–6692, 2003; Infect Immun 82:916–920, 2014). For a review of basic statistical considerations for virology experiments, see the article by Richardson and Overbaugh (J Virol 79:669 – 676, 2005).",Yes - there is a dedicated section specifically providing statistical guidance,YES,"For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoctest. For ANOVA, these post hoctests are usually Dunnett’s test (used to compare multiple experimental groups to a single control), the Fisher protected least significant difference (PLSD) test, the Tukey-Kramer test, and the GamesHowell test. Others may be used. Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis. For a Kruskal-Wallis nonparametric ANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",YES,"Statistical analyses should be performed on all quantitative data regardless of how significant the differences look in the tables or figures.

Statistical significance and biological significance are not the same. There is nothing magical about a P value of 0.05. When results from large sample sizes are compared, a P value of 0.05 will often be obtained, as P value is a function of both sample size and effect size. If sample sizes are large, then more-rigorous (i.e., smaller) P values may be desirable. If sample sizes are small, P values of 0.05 may still be important. There should be both statistical and biological significance to the results and conclusions in the manuscript.",NO,,NO,,YES,"Sensitivity, specificity, positive predictive values, negative predictive values, and other such proportional measurements must be reported with confidence intervals (typically 95% confidence intervals).

Data presented as endpoints (i.e., LD50 and ID50, etc.) contain both the calculated value and a confidence interval with a statistical significance associated with it (95%, 99%, or similar confidence interval), calculated by logit or probit analysis. Simple LD50 values, such as Reed-Muench calculations, may not be used alone.",NO,,YES,"For any data in which there are more than two comparisons (i.e., between one control and more than one experimental group), an analysis must be done for multigroup comparisons. Such an analysis would usually be an ANOVA for parametric data or a Kruskal-Wallis test for nonparametric data. t tests cannot be used when more than two groups are being compared (except as indicated below). Failure to use multigroup tests generates type 1 errors: concluding that two data sets within the overall data set being compared are different when in fact they are not. Exception: some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment. For example, data generated by individually testing two unrelated factors for their effects on a target with only a single, untreated target as a control could be appropriately analyzed by t tests instead of ANOVA

For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoctest. For ANOVA, these post hoctests are usually Dunnett’s test (used to compare multiple experimental groups to a single control), the Fisher protected leastsignificant difference (PLSD) test, the Tukey-Kramer test, and the GamesHowell test. Others may be used. Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis. For a Kruskal-Wallis nonparametric ANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",NO,,NO,,YES,"Data should be appropriately analyzed as parametric (normally distributed) or nonparametric data.

Parametric and nonparametric data are presented appropriately. Means and standard deviations or standard errors are appropriate means of presenting data analyzed by parametric analyses (i.e., t test and analysis of variance [ANOVA]), but only medians and surrounding levels (quartiles, quintiles, and 10th and 90th percentiles, etc.) are appropriate for nonparametric statistics (Mann-Whitney test and Kruskal-Wallis test, etc.). Means have no meaning in nonparametric analyses.",") Do not use “sensitivity” or “specificity” to describe results whichcompareanewtesttoanon-referencestandard.Usetheterms “positive percent agreement” and “negative percent agreement” for these results, as recommended by the FDA guidance document “StatisticalGuidanceonReportingResultsfromStudiesEvaluatingDiagnostic Tests” (https://www.fda.gov/regulatory-information/search -fda-guidance-documents/statistical-guidance-reporting-results -studies-evaluating-diagnostic-tests-guidance-industry-and -fda)",,YES,Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis.,NO,,NO,,NO,,NO,,NO,,NO,,YES,Exception: some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment.,NO,,"Additional statistical guidance of note:

When samples are taken multiple times from one experimental entity (i.e., multiple serum samples from one animal, gross pathology scores measured for the same animal over time or growth curves, etc.), one cannot use analyses such as t tests, ANOVA, or the Mann-Whitney test, etc., because these tests assume that each measure is independent. An entity with a high score on day 1 is more likely to have a high score on day 2 than is an entity with a low score. It is likely that some expert statistical help will be needed for these situations, usually involving regression analysis or survival analysis, etc."
7/16/2020 12:04:41,TH,Journal of Clinical Microbiology,Yes,Yes,"FDA Guidelines (https://perma.cc/W2EY-MSTA); For a review of some common errors associated with statistical analyses and reports, plus guidelines on how to avoid them, see the articles by Olsen (Infect Immun 71:6689–6692, 2003; Infect Immun 82:916–920, 2014). For a review of basic statistical considerations for virology experiments, see the article by Richardson and Overbaugh (J Virol 79:669 – 676, 2005).",Yes - there is a dedicated section specifically providing statistical guidance,YES,"For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoc test.

Statistical significance and biological significance are notthe same. There is nothing magical about a P value of 0.05. When results from large sample sizes are compared, a P value of < 0.05 will often be obtained, as P value is a function of both sample sizeand effect size. If sample sizes are large, then more-rigorous (i.e., smaller) P values may be desirable. If sample sizes are small, Pvalues of > 0.05  may  still  be  important. ",YES,"Statistical significance and biological significance are notthe same. There is nothing magical about a P value of 0.05. When results from large sample sizes are compared, a P value of < 0.05 will often be obtained, as P value is a function of both sample sizeand effect size. If sample sizes are large, then more-rigorous (i.e., smaller) P values may be desirable. If sample sizes are small, Pvalues of > 0.05  may  still  be  important.  There  should  be  bothstatistical and biological significance to the results and conclusions in the manuscript.

Data presented as endpoints (i.e., LD50and ID50, etc.) contain  both  the  calculated  value  and  a  confidence  interval with a statistical significance associated with it (95%, 99%, orsimilar confidence interval), calculated by logit or probit analysis.",NO,,NO,,YES,"Sensitivity, specificity, positive predictive values, negative predictive values, and other such proportional measure-ments  must  be  reported  with  confidence  intervals (typically 95% confidence intervals).

Data presented as endpoints (i.e., LD50and ID50, etc.) contain  both  the  calculated  value  and  a  confidence  intervalwith a statistical significance associated with it (95%, 99%, orsimilar confidence interval), calculated by logit or probit anal-ysis.",NO,,YES,"For any data in which there are more than two comparisons (i.e., between one control and more than one experimental group), an analysis must be done for multigroup comparisons. Such an analysis would usually be an ANOVA for parametric data or a Kruskal-Wallis test for nonparametric data. t tests cannot be used when more than two groups are being compared (except as indicated below). Failure to use multigroup tests generates type 1 errors: concluding that two data sets within the overall data set being compared are different when in fact they are not. Exception: some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment. For example, data generated by individually testing two unrelated factors for their effects on a target with only a single, untreated target as a control could be appropriately analyzed by t tests instead of ANOVA

For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoctest. For ANOVA, these post hoctests are usually Dunnett’s test (used to compare multiple experimental groups to a single control), the Fisher protected leastsignificant difference (PLSD) test, the Tukey-Kramer test, and the GamesHowell test. Others may be used. Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis. For a Kruskal-Wallis nonparametric ANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",NO,,NO,,YES,"Data should be appropriately analyzed as parametric (normally distributed) or nonparametric data. (ix) Parametric and nonparametric data are presented ap-propriately. Means and standard deviations or standard errors are appropriate means of presenting data analyzed by parametric  analyses  (i.e.,ttest  and  analysis  of  variance [ANOVA]),   but   only   medians   and   surrounding   levels (quartiles, quintiles, and 10th and 90th percentiles, etc.) areappropriate  for  nonparametric  statistics  (Mann-Whitney test and Kruskal-Wallis test, etc.). Means have no meaningin nonparametric analyses.

...such an analysis would usually be an ANOVA for parametric data or a Kruskal-Wallis test for nonparametric data...

...For a Kruskal-Wallis nonparametricANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",NO,,YES,Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis.,NO,,NO,,NO,,NO,,NO,,NO,,YES,...some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment.,NO,,
,MSH/TH,Journal of Clinical Microbiology,Yes,Yes,"FDA Guidelines (https://perma.cc/W2EY-MSTA); For a review of some common errors associated with statistical analyses and reports, plus guidelines on how to avoid them, see the articles by Olsen (Infect Immun 71:6689–6692, 2003; Infect Immun 82:916–920, 2014). For a review of basic statistical considerations for virology experiments, see the article by Richardson and Overbaugh (J Virol 79:669 – 676, 2005).",Yes - there is a dedicated section specifically providing statistical guidance,YES,"For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoc test.

Statistical significance and biological significance are notthe same. There is nothing magical about a P value of 0.05. When results from large sample sizes are compared, a P value of < 0.05 will often be obtained, as P value is a function of both sample sizeand effect size. If sample sizes are large, then more-rigorous (i.e., smaller) P values may be desirable. If sample sizes are small, Pvalues of > 0.05  may  still  be  important. ",YES,"Statistical significance and biological significance are notthe same. There is nothing magical about a P value of 0.05. When results from large sample sizes are compared, a P value of < 0.05 will often be obtained, as P value is a function of both sample sizeand effect size. If sample sizes are large, then more-rigorous (i.e., smaller) P values may be desirable. If sample sizes are small, Pvalues of > 0.05  may  still  be  important.  There  should  be  bothstatistical and biological significance to the results and conclusions in the manuscript.

Data presented as endpoints (i.e., LD50and ID50, etc.) contain  both  the  calculated  value  and  a  confidence  interval with a statistical significance associated with it (95%, 99%, orsimilar confidence interval), calculated by logit or probit analysis.",NO,,NO,,YES,"Sensitivity, specificity, positive predictive values, negative predictive values, and other such proportional measure-ments  must  be  reported  with  confidence  intervals (typically 95% confidence intervals).

Data presented as endpoints (i.e., LD50and ID50, etc.) contain  both  the  calculated  value  and  a  confidence  intervalwith a statistical significance associated with it (95%, 99%, orsimilar confidence interval), calculated by logit or probit anal-ysis.",NO,,YES,"For any data in which there are more than two comparisons (i.e., between one control and more than one experimental group), an analysis must be done for multigroup comparisons. Such an analysis would usually be an ANOVA for parametric data or a Kruskal-Wallis test for nonparametric data. t tests cannot be used when more than two groups are being compared (except as indicated below). Failure to use multigroup tests generates type 1 errors: concluding that two data sets within the overall data set being compared are different when in fact they are not. Exception: some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment. For example, data generated by individually testing two unrelated factors for their effects on a target with only a single, untreated target as a control could be appropriately analyzed by t tests instead of ANOVA

For all appropriate multigroup comparisons, two P values must be generated and provided in the manuscript. The main P value applies to the overall data set and indicates that within that data set at least two groups differ from each other. The overall P value does not indicate which two groups are different. The main P value and the overall P value should be computed by using a post hoctest. For ANOVA, these post hoctests are usually Dunnett’s test (used to compare multiple experimental groups to a single control), the Fisher protected leastsignificant difference (PLSD) test, the Tukey-Kramer test, and the GamesHowell test. Others may be used. Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis. For a Kruskal-Wallis nonparametric ANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",NO,,NO,,YES,"Data should be appropriately analyzed as parametric (normally distributed) or nonparametric data. (ix) Parametric and nonparametric data are presented ap-propriately. Means and standard deviations or standard errors are appropriate means of presenting data analyzed by parametric  analyses  (i.e.,ttest  and  analysis  of  variance [ANOVA]),   but   only   medians   and   surrounding   levels (quartiles, quintiles, and 10th and 90th percentiles, etc.) areappropriate  for  nonparametric  statistics  (Mann-Whitney test and Kruskal-Wallis test, etc.). Means have no meaningin nonparametric analyses.

...such an analysis would usually be an ANOVA for parametric data or a Kruskal-Wallis test for nonparametric data...

...For a Kruskal-Wallis nonparametricANOVA, the Dunn procedure is appropriate to generate P values for two-group comparisons.",NO,,YES,Note that each post hoc test has certain underlying assumptions that may not be applicable to the data under analysis.,NO,,NO,,NO,,NO,,NO,,NO,,YES,...some statisticians argue that two-group comparisons can be used on multigroup data if the expected outcomes are appropriately anticipated before the experiment.,NO,,
7/2/2020 16:23:03,MSH,PSYCHOLOGICAL MEDICINE,Yes,Yes,"https://perma.cc/77YQ-ESM5 (  Altman, D. G., Gore, S. M., Gardner, M. J., & Pocock, S. J. (1992). Statistical Guidelines for Contributors to Medical Journals. Annals of Clinical Biochemistry, 29(1), 1–8. https://doi.org/10.1177/000456329202900101)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 12:06:58,TH,PSYCHOLOGICAL MEDICINE,Yes,Yes,"Altman DG., Gore SM, Gardner, MJ. Pocock SJ. (1983).  Statistical guidelines for contributors to medical journals. British Medical Journal 286, 1489-1493. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MSH/TH,PSYCHOLOGICAL MEDICINE,Yes,Yes,"Altman DG., Gore SM, Gardner, MJ. Pocock SJ. (1983).  Statistical guidelines for contributors to medical journals. British Medical Journal 286, 1489-1493. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2020 14:05:16,MSH,Journal of Allergy and Clinical Immunology-In Practice,Yes,Yes,ICMJE; ARRIVE; CONSORT; STROBE; PRISMA; STARD,Yes - there is a dedicated section specifically providing statistical guidance,YES,"• Every P value should be reported using two digits after the decimal point. If each of the first two digits after the decimal point is zero, then a third digit can be used. If each of the first three digits after the decimal point is zero, then simply report P < .001.
• If the P value is close to the level to be used for claiming a statistical significance or if each of the first two digits after the decimal point is zero, then a third digit can be used. For example, if the significance level is 0.05, then P = .046 or P = .054 can be reported. Nonsignificant results (e.g., where the P value is > 0.05) should be accompanied by P values; it should not simply be stated that they are nonsignificant (NS).
• P values alone are not sufficient to report the results of statistical tests. JACI: In Practice’s readers need to see the magnitude of the effects via point estimates and 95% confidence intervals for the group comparisons.

Statistical tests, along with reported P values, for comparing groups at baseline are not necessary unless there is a strong reason to include them.",YES,"• If the P value is close to the level to be used for claiming a statistical significance or if each of the first two digits after the decimal point is zero, then a third digit can be used. For example, if the significance level is 0.05, then P = .046 or P = .054 can be reported. Nonsignificant results (e.g., where the P value is > 0.05) should be accompanied by P values; it should not simply be stated that they are nonsignificant (NS).",NO,,NO,,YES,"If the distribution for a continuous variable is approximately normally distributed, then report either
• the sample mean and the sample standard deviation or
• the sample mean and the 95% confidence interval for the population mean.
If the distribution for a continuous variable is known (or suspected) to be nonnormal, then report either
•the sample median and the sample interquartile range or
• the sample median and the sample first and third quartiles.
Many blood and urine measurements are log-normally distributed-i.e., the logtransformed variable is approximately normally distributed. If the distribution for a continuous variable is known (or suspected) to be lognormal, then an alternative to sample medians and quartiles is to report either
• the sample geometric mean (calculate as the exponentiation of the sample mean of the natural log-transformed data) and the sample coefficient of variation or
• the sample geometric mean and the 95% confidence interval.
If the distribution of the variable is categorical, then report the raw numbers and the percentages for the categories. Do not use more than three digits for the percentages-i.e., 79% or 79.3% are fine, but 79.32% is not.

An estimate of odds ratios and relative risks (and their corresponding confidence interval estimates) should not exceed two digits beyond the decimal point.",NO,,YES,"For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory.",YES,"2C. Results: Primary Outcomes, Multiple Comparisons, and Post Hoc Comparisons
• Prespecified primary outcome/analysis should be identified, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. Additional analyses considered during the course of the prespecified analyses or after the study was completed should be identified as post hoc. For analyses of more than one primary outcome, corrections for multiple testing should generally be used. For secondary outcomes, address multiple testing or consider such analyses as exploratory and interpret them as hypothesis-generating. For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory.

Statistical tests, along with reported P values, for comparing groups at baseline are not necessary unless there is a strong reason to include them.",YES,"Statistical tests, along with reported P values, for comparing groups at baseline are not necessary unless there is a strong reason to include them.",NO,,YES,"2C. Results: Primary Outcomes, Multiple Comparisons, and Post Hoc Comparisons
• Prespecified primary outcome/analysis should be identified, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. Additional analyses considered during the course of the prespecified analyses or after the study was completed should be identified as post hoc. For analyses of more than one primary outcome, corrections for multiple testing should generally be used. For secondary outcomes, address multiple testing or consider such analyses as exploratory and interpret them as hypothesis-generating. For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory.",NO,,NO,,NO,,YES,"2D. Results: Missing Data
• Report losses to observation, such as dropouts from a clinical trial or those lost to follow-up or unavailable in an observational study. If more than 10% of participants are excluded from analyses because of missing or incomplete data, provide a supplementary table that compares the observed characteristics between participants with complete and incomplete data. Consider multiple imputation methods to impute missing data and include an assessment of whether data were missing at random.",NO,,NO,,YES,"For secondary outcomes, address multiple testing or consider such analyses as exploratory and interpret them as hypothesis-generating.",YES,"2C. Results: Primary Outcomes, Multiple Comparisons, and Post Hoc Comparisons
• Prespecified primary outcome/analysis should be identified, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. Additional analyses considered during the course of the prespecified analyses or after the study was completed should be identified as post hoc. For analyses of more than one primary outcome, corrections for multiple testing should generally be used. For secondary outcomes, address multiple testing or consider such analyses as exploratory and interpret them as hypothesis-generating. For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory.

Registration in a public trials registry is a condition for publication of clinical trials in this journal in accordance with International Committee of Medical Journal Editors recommendations. NOTE: CLINICAL TRIALS MUST REGISTER AT OR BEFORE THE ONSET OF PATIENT ENROLLMENT. 

JACI: In Practice offers expedited reviews for qualifying randomized controlled clinical trials. An expedited review will provide an initial decision within 14 days. To qualify for expedited review, randomized clinical trials must be 1) deemed to be novel, generalizable, and clinically impactful by the editors, 2) registered with ClinicalTrials.gov or a similar acceptable registry, and 3) accompanied by the CONSORT checklist, final trial protocol, and Statistical Analysis Plan (SAP).",NO,,Needed to use screenshot: https://perma.cc/539J-9RUY?type=image
